HUC8,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
15060202,535.7402954,408.3511658,459.5591736,410.6654358,385.4831848,424.3206787,422.9310913,632.9223633,439.6233521,483.7948303,472.0665894,493.5915527,475.2637939,417.5008545,440.4169312,410.1553955,388.0912781,378.2211914,455.1485596,406.7864075,469.1766663,447.1783142,443.0280762,514.6465454,535.7145386,635.9915771,460.9629517,512.135376,547.5057373,531.4829102,460.4832153,308.0874023,576.7033081,508.4767151,575.62146,439.4592896,434.6658936,433.097229,369.0794983,452.794281,548.2250977,424.9862061,387.0671997,357.6474915,250.2835236,434.556488,523.0952148,427.2390747,386.4927979,387.7642517,465.0992737,331.6338806,504.0904541,403.6063538,414.4065857,479.6384277,392.5388184,625.2020874,442.788269,330.787262,412.3879089,543.2072754,291.6887512,548.7546387,447.532959
15020006,261.6104126,286.1523132,226.9421539,291.3928528,243.2691498,285.7657166,316.9179077,361.8108826,269.4906616,279.5807495,313.4930725,313.6477661,224.8276215,240.7972717,273.6669006,273.9375916,264.5673218,258.5322266,250.2593994,292.4976501,295.9873657,259.3911438,285.665741,299.9688721,349.8609619,388.004425,368.7691956,372.7434998,366.7561646,348.5351257,360.4594116,180.9050598,302.4213257,247.1107788,381.5699463,289.6085205,277.2871094,247.3950348,232.3818207,347.5014038,325.0585022,323.20578,268.668457,253.2768097,258.224762,244.4382629,270.3027344,252.8613434,256.7493286,232.6554413,287.707489,180.9598846,318.3764954,231.6687164,232.6184845,321.6617126,256.4858398,437.4049072,274.2095642,226.1942444,273.9778442,327.9874878,174.4092407,281.9445496,315.7901001
15040004,520.6207886,433.4657898,355.2019958,464.0664063,439.2494812,382.5618286,459.7829895,468.4459229,443.864563,419.5476379,447.0509033,375.3875732,298.9265747,374.3231812,459.4325562,382.0011597,376.4889526,420.5586548,363.5740662,480.99646,494.6243286,453.7999268,427.0441895,444.0617981,500.7973022,674.552063,529.2148438,538.6259155,542.9561157,483.2151184,502.1526489,278.1337585,476.0430603,472.9634094,566.5386963,420.3934326,468.7399292,352.0391846,448.8924866,445.433197,458.383728,411.4662781,409.0391541,397.8868408,371.7497253,335.6022949,441.1520996,356.1478882,459.7712097,442.9524536,457.2494202,336.54422,450.7354431,404.1053467,356.5819397,412.0284729,426.118042,608.4968872,452.0214539,377.4569702,455.3870239,515.1118164,258.8781433,428.7146606,418.3251038
15010005,288.6181641,224.9807587,219.6857452,182.6662903,139.0092926,213.2103424,138.7036591,316.6791382,209.4915771,240.2149506,220.2050934,257.3132019,220.9101715,188.7009125,235.9338074,229.8267059,210.3314362,186.0037384,249.0473175,228.7995453,433.4533386,336.8291931,299.8172607,246.2585754,328.0400696,355.931488,333.3891602,245.4533691,251.7383881,284.1149597,239.4353333,143.8299408,255.6205139,267.8261414,352.1229553,259.0494385,249.217865,245.072403,183.2806244,261.3330994,309.1912537,192.6353302,189.7524109,167.5074768,94.45787048,218.2596588,352.5174866,247.5669708,132.2797699,192.2746277,185.6648254,151.461853,232.1981354,170.6361084,327.1959534,192.5893555,176.7140808,285.278595,216.8436127,175.168869,218.0614929,320.0405884,123.4023514,213.6173096,171.3790894
15010006,313.3923645,215.9600983,252.4494476,218.3346863,162.8012085,239.8849182,152.1361542,330.5758972,229.4354706,294.2201843,247.2052917,297.0454407,246.9854584,202.7739105,268.5563354,259.5260925,221.2932434,221.5866699,248.7921753,244.8881836,461.0849609,332.5552979,347.6759644,282.9387817,356.6005859,386.861969,331.4442139,271.3417358,270.3993835,328.5401001,262.3257141,161.4199219,241.3360138,270.7944031,359.5345764,290.3155212,272.0810547,297.1777649,245.3307648,308.3163452,373.568573,210.4828644,225.1866302,190.0131836,115.2397995,244.7002869,362.473175,291.9102478,169.9465332,208.187088,209.208252,166.5926971,284.9203491,212.7350311,347.9002686,211.4633636,200.3615723,319.6877136,248.5265503,216.9812775,242.9112091,381.3809814,152.5254517,243.0526886,211.0512085
14070006,172.1186523,151.234024,186.5337372,181.1625519,156.1683655,179.2270813,146.0981445,258.901001,208.8187714,203.3241272,218.0344543,230.727951,184.8718872,153.6135559,196.430191,198.1596069,151.5623932,165.9829407,125.4499359,141.302063,220.1973419,229.9632416,253.679306,248.5541534,262.4523926,282.5431519,158.2715607,233.7326813,214.8153992,239.0509949,181.4346466,109.7873383,163.1690826,180.4314728,252.1875458,224.5134583,194.1013947,200.1710815,172.5808105,241.8548279,254.7097778,193.785965,190.2258759,185.3863678,156.5153809,175.3634033,270.9985352,210.7034454,158.9772034,152.7921906,174.3955383,116.3063126,265.0029602,177.0662537,168.8454437,219.7722473,199.3114777,283.7194824,192.4550018,142.5251312,189.3137665,194.380722,97.80187988,188.5157013,168.0524902
14070007,279.7670593,195.6242065,273.3911438,252.5155792,213.5159149,253.6430817,198.9026642,356.483551,272.1179504,326.7937622,264.4959717,318.1371155,255.3674316,209.1191254,262.1247559,257.2674866,208.9164124,249.0652161,187.7197571,180.4813232,293.0658264,237.4788818,338.3895874,345.9704895,331.7283325,379.2807007,240.4900055,311.2883606,289.4922791,334.6263123,257.7104187,178.7753143,225.4747467,255.3845215,327.8904724,269.4170837,260.4215393,327.0357971,242.9667206,352.2890015,407.0360413,269.9742432,258.227356,252.8843384,218.8490448,244.63414,351.2931824,294.0068359,212.0549316,205.3333435,221.6578522,164.9114685,333.2677612,262.563324,259.0559082,296.1479187,266.2337341,366.7278748,256.8426514,243.5973053,240.615799,272.5731201,161.9325562,247.4913025,208.8115387
14080201,168.9741516,189.5830078,190.2915192,250.5028076,218.2714081,229.7769165,193.2730713,360.5813904,239.614151,207.1203766,269.0101013,306.5306091,241.0379333,211.2481689,234.6195831,276.4595947,211.2856598,185.9863586,157.5316162,193.6155853,273.2511597,256.6721191,246.1735535,247.2595062,307.4139404,344.2511902,230.2177887,308.5466614,341.3909912,301.949585,259.9425964,137.6983185,237.3640747,226.003006,288.392395,263.9716492,228.2480011,236.2334747,208.7512817,329.408844,271.6076355,246.9331207,243.9704285,224.177887,202.4388275,224.5131531,257.4833679,263.1712646,215.3690033,207.6647949,239.184845,176.4756317,311.6549683,238.6289978,165.8669586,303.8303528,257.7126465,375.3230286,247.0956421,215.311615,228.7961578,255.5415497,124.061348,200.0567627,223.0710297
14080205,146.0258789,151.9100342,183.7739563,205.632843,177.4184723,202.4624939,159.0696259,294.7135315,238.7225647,196.097641,247.2635345,248.8064423,208.0062561,168.4674072,210.072113,237.253952,162.2680511,171.5577698,129.2125397,157.0340118,225.2580109,226.7740479,249.590271,242.7275085,279.4206848,310.9004822,163.4030457,270.6264038,248.6909943,265.800293,210.2702637,108.0366898,180.310791,184.8801575,273.3753357,230.4738922,204.3486328,196.5998688,172.4253998,275.8793335,245.899826,209.0233154,208.1450958,199.2811127,174.2870941,190.2804413,269.3007202,232.441452,176.17099,172.7490082,201.4673767,138.425293,278.481781,203.3464813,157.6158295,258.6646118,223.3083038,316.0487976,209.6124725,162.4766998,200.9987183,193.1243439,111.3272552,164.3291779,185.4198151
15010003,341.7538757,232.3856812,307.2967529,283.160614,248.8671722,301.166626,245.0579376,399.3128967,312.4901428,364.2671204,336.0864868,379.0929565,307.8630981,251.9150848,294.7850037,313.3472595,260.0173035,291.132019,222.2540894,234.8169098,366.5386963,341.0219421,411.7420349,384.505127,416.5118408,479.7894897,296.6239624,350.8047485,348.0012817,377.8695679,313.1788025,208.2171173,278.6680603,302.7928162,375.3301697,347.0956116,322.1954651,394.1598816,308.1576233,411.8178711,463.9682922,301.825531,299.802887,296.611084,227.1900787,284.3322754,407.9380493,359.0615234,250.8690796,235.6047363,286.0084229,191.666153,390.4916992,297.6318054,342.1805725,306.3502502,285.7454834,427.3657227,315.1629333,285.6604614,295.7905579,396.9810791,182.0084076,345.3684387,293.3651733
15060203,499.1028137,439.1129761,412.4079895,398.4642944,379.0219116,442.1193237,435.269928,621.9475708,469.3188782,468.4051819,524.1484985,460.6154785,434.0516968,384.4266357,431.3507996,422.7640076,444.8858643,373.0681152,478.7597046,411.9608154,614.9226685,468.6541138,450.8646851,489.4569397,595.855835,718.6739502,561.4363403,579.3770752,541.2246094,541.5461426,510.1724854,356.4271545,579.2321777,541.4747925,679.0892944,492.3854065,469.7505188,465.1175842,367.6913757,427.9547424,567.3497314,400.4729309,428.1551514,413.6550903,228.1848297,455.6592407,519.5497437,391.2061157,382.5816345,392.334259,515.8646851,361.0853882,514.6455078,407.9961853,390.9447937,501.6066895,409.1014404,612.0083618,481.9161377,328.710022,429.3198547,607.2369385,339.9713135,630.5952148,449.0855408
14080106,275.194458,296.9293213,290.8819275,395.7774353,320.5000305,403.5238037,319.4964294,506.2019958,388.6498718,359.8908691,395.8125305,411.2026672,387.881134,326.1190186,300.5105896,370.748291,335.0984497,286.3442078,269.9816284,319.2405701,330.7724609,287.0874023,312.066803,398.5413208,459.9230042,487.8224487,387.3547668,384.5845032,516.1945801,410.0142212,412.3465881,226.7485352,393.3845825,328.7998962,423.7290039,347.4578857,334.6639099,322.6912231,300.9741821,507.1600647,409.4284668,413.4958496,336.8283081,348.0614319,308.2236633,330.600769,352.2267151,317.7112427,329.427948,340.8235474,355.7958679,264.7149048,388.5654297,340.6008301,299.8583069,441.6500854,350.1566772,559.3942261,374.3686523,330.8505249,329.9973145,304.745575,228.1114349,300.8697815,463.6261902
14080105,188.6928253,213.3696442,206.3000488,286.9877625,236.6945801,270.4157715,228.198822,399.3912964,274.0270691,246.684967,300.356842,332.6691589,266.8346863,237.3643646,254.4646454,288.4266968,238.5326843,202.7476501,179.7613831,226.6806641,284.2518005,263.6993103,255.3314819,274.3768311,343.6746521,374.5650635,266.8551941,342.8432922,380.3673706,332.0611572,306.157959,153.8149719,272.8847961,253.7463989,318.9555969,283.3127747,247.471817,257.3517761,224.0458221,365.9235229,302.8659668,288.8136597,261.6655273,244.4248199,231.3978119,245.8240509,277.9407959,275.671814,233.5134277,235.586441,277.6440125,193.9995728,328.6957703,251.4389954,199.4417572,336.2609863,270.5044556,417.5505981,273.3770447,245.8194733,249.8176727,257.6049805,153.2719727,235.0227051,291.6756592
15010010,279.4710999,186.510849,237.4224243,212.419693,161.3883209,228.5483093,149.5999908,305.8923645,213.3379669,288.7007446,237.0679779,294.2128296,234.9108734,193.3718109,246.303894,259.6784363,208.2857208,208.8146973,215.8733673,220.1774445,418.120636,300.5091553,345.9702148,271.3968506,328.7179871,347.1938477,282.6965637,255.2287292,247.514389,314.6381836,243.4724426,159.003067,217.6833344,243.5330353,321.9824219,295.2295227,261.7104797,288.2286987,251.1845245,296.7286377,362.3195801,191.0608368,224.147995,186.6930084,112.4839249,214.0982666,316.0162964,287.6324463,177.703598,191.4941559,195.6078949,155.0718994,279.327179,213.9172363,317.8853455,200.1162872,194.4406433,304.6973572,242.553299,228.912796,234.5188141,371.2524414,145.3808136,224.9103851,182.5252228
15010001,287.8546448,210.161087,273.6940308,244.8224182,213.1018219,254.4341888,203.8439636,331.0645447,277.1000366,303.4972229,282.0087891,308.9847412,259.6490173,215.5133667,245.6513824,252.1894531,218.4081268,242.9181061,197.2857361,195.4918823,286.0108337,266.8953857,332.1374817,348.6112061,344.4614868,377.9291077,251.0629578,286.9221802,297.6779175,322.6521912,257.3774719,173.3926849,257.4184265,269.323822,327.9618835,282.0542908,260.2647095,303.8372498,244.869873,338.1809998,377.7600098,273.627533,249.7478027,248.8803864,207.4964447,251.224411,361.9376221,284.0075073,213.9710693,215.5054626,237.7728729,171.2346344,321.6821594,243.6766205,266.9929504,281.2668457,246.5566864,381.6269531,256.0380554,211.5513611,242.8564453,285.4811707,142.9927673,238.1799774,260.6848145
